fishID,exPlate,exConc,broodID,pop,year,age,dilPlate,dilWell,dilConc,action,subPlate,subWell,volDil,volWater,volExt,volWater
1219,TH-Ext-2023-006,75.54,9105_2018_1219_M,PUNTLEDGE_RIVER_fall,2018,4,P3,B1,21.8,as-is,P2,C10,10,0,,
18111,TH-Ext-2023-004,75.46,9107_2017_18111_M,CHILLIWACK_RIVER_fall,2017,4,P3,C1,21.73,as-is,P2,D10,10,0,,
93681,TH-Ext-2023-009,75.45,9105_2020_93681_M,PUNTLEDGE_RIVER_fall,2020,2,P3,D1,24.67,as-is,P2,E10,10,0,,
1390,TH-Ext-2023-005,75.04,9105_2017_1390_M,PUNTLEDGE_RIVER_fall,2017,3,P3,F1,20.89,as-is,P2,F10,10,0,,
93865,TH-Ext-2023-009,74.98,9105_2020_93865_M,PUNTLEDGE_RIVER_fall,2020,4,P3,G1,23.79,as-is,P2,G10,10,0,,
223265,TH-Ext-2023-010,74.96,9107_2021_223265_M,CHILLIWACK_RIVER_fall,2021,4,P3,H1,25.98,as-is,P2,H10,10,0,,
51890,TH-Ext-2023-004,74.73,9107_2017_51890_M,CHILLIWACK_RIVER_fall,2017,2,P3,A2,20.15,as-is,P2,A11,10,0,,
223526,TH-Ext-2023-010,74.07,9107_2021_223526_M,CHILLIWACK_RIVER_fall,2021,3,P3,B2,20.41,as-is,P2,B11,10,0,,
93668,TH-Ext-2023-009,73.97,9105_2020_93668_M,PUNTLEDGE_RIVER_fall,2020,4,P3,C2,22.2,as-is,P2,C11,10,0,,
240443,TH-Ext-2023-011,73.9,9105_2021_240443_M,PUNTLEDGE_RIVER_fall,2021,3,P3,D2,18.6,as-is,P2,D11,10,0,,
54348,TH-Ext-2023-005,73.86,9105_2017_54348_M,PUNTLEDGE_RIVER_fall,2017,2,P3,E2,18.6,as-is,P2,E11,10,0,,
240132,TH-Ext-2023-011,73.8,9105_2021_240132_M,PUNTLEDGE_RIVER_fall,2021,4,P3,F2,25.5,as-is,P2,F11,10,0,,
19355,TH-Ext-2023-007,73.79,9107_2019_19355_M,CHILLIWACK_RIVER_fall,2019,4,P3,G2,22.83,as-is,P2,G11,10,0,,
5602,TH-Ext-2023-005,73.64,100_2017_5602_M,QUALICUM_RIVER,2017,3,P3,H2,22.07,as-is,P2,H11,10,0,,
93738,TH-Ext-2023-009,73.5,9105_2020_93738_M,PUNTLEDGE_RIVER_fall,2020,2,P3,A3,23.13,as-is,P2,A12,10,0,,
18201,TH-Ext-2023-006,73.45,9107_2018_18201_M,CHILLIWACK_RIVER_fall,2018,3,P3,B3,28.98,as-is,P2,B12,10,0,,
223394,TH-Ext-2023-010,73.12,9107_2021_223394_M,CHILLIWACK_RIVER_fall,2021,3,P3,C3,21.92,as-is,P2,C12,10,0,,
223390,TH-Ext-2023-010,72.98,9107_2021_223390_M,CHILLIWACK_RIVER_fall,2021,3,P3,D3,20.15,as-is,P2,D12,10,0,,
1023,TH-Ext-2023-006,72.91,9105_2018_1023_M,PUNTLEDGE_RIVER_fall,2018,3,P3,E3,24.09,as-is,P2,E12,10,0,,
18340,TH-Ext-2023-006,72.86,9107_2018_18340_M,CHILLIWACK_RIVER_fall,2018,4,P3,F3,22.28,as-is,P2,F12,10,0,,
5606,TH-Ext-2023-005,72.85,100_2017_5606_M,QUALICUM_RIVER,2017,3,P3,H3,23.76,as-is,P2,G12,10,0,,
19490,TH-Ext-2023-007,72.69,9107_2019_19490_M,CHILLIWACK_RIVER_fall,2019,2,P3,A4,21.96,as-is,P2,H12,10,0,,
219864,TH-Ext-2023-012,72.64,100_2021_219864_M,QUALICUM_RIVER,2021,3,P3,B4,20.83,as-is,P3,A1,10,0,,
240383,TH-Ext-2023-011,72.61,9105_2021_240383_M,PUNTLEDGE_RIVER_fall,2021,3,P3,C4,20.9,as-is,P3,B1,10,0,,
221447,TH-Ext-2023-010,72.59,9107_2021_221447_M,CHILLIWACK_RIVER_fall,2021,2,P3,D4,22.29,as-is,P3,C1,10,0,,
1247,TH-Ext-2023-006,72.48,9105_2018_1247_M,PUNTLEDGE_RIVER_fall,2018,2,P3,E4,21.56,as-is,P3,D1,10,0,,
5950,TH-Ext-2023-006,72.42,100_2018_5950_M,QUALICUM_RIVER,2018,4,P3,F4,22.39,as-is,P3,E1,10,0,,
71082,TH-Ext-2023-010,72.26,100_2020_71082_M,QUALICUM_RIVER,2020,4,P3,G4,23.1,as-is,P3,F1,10,0,,
223278,TH-Ext-2023-010,72.09,9107_2021_223278_M,CHILLIWACK_RIVER_fall,2021,2,P3,H4,23.28,as-is,P3,G1,10,0,,
221541,TH-Ext-2023-010,72.01,9107_2021_221541_M,CHILLIWACK_RIVER_fall,2021,4,P3,B5,23.24,as-is,P3,H1,10,0,,
223328,TH-Ext-2023-010,71.81,9107_2021_223328_M,CHILLIWACK_RIVER_fall,2021,3,P3,F5,19.98,as-is,P3,A2,10,0,,
219297,TH-Ext-2023-011,71.64,100_2021_219297_M,QUALICUM_RIVER,2021,4,P3,H5,20.06,as-is,P3,B2,10,0,,
6347,TH-Ext-2023-007,71.48,100_2018_6347_M,QUALICUM_RIVER,2018,3,P3,A6,23.75,as-is,P3,C2,10,0,,
5726,TH-Ext-2023-005,71.42,100_2017_5726_M,QUALICUM_RIVER,2017,3,P3,B6,18.89,as-is,P3,D2,10,0,,
51842,TH-Ext-2023-004,71.24,9107_2017_51842_M,CHILLIWACK_RIVER_fall,2017,2,P3,C6,17.88,as-is,P3,E2,10,0,,
5842,TH-Ext-2023-004,71.13,100_2016_5842_M,QUALICUM_RIVER,2016,2,P3,D6,19.83,as-is,P3,F2,10,0,,
18256,TH-Ext-2023-006,71.05,9107_2018_18256_M,CHILLIWACK_RIVER_fall,2018,3,P3,E6,19.79,as-is,P3,G2,10,0,,
223845,TH-Ext-2023-010,71.02,9107_2021_223845_M,CHILLIWACK_RIVER_fall,2021,2,P3,F6,23.61,as-is,P3,H2,10,0,,
240405,TH-Ext-2023-011,70.9,9105_2021_240405_M,PUNTLEDGE_RIVER_fall,2021,3,P3,G6,26.74,as-is,P3,A3,10,0,,
219895,TH-Ext-2023-012,70.82,100_2021_219895_M,QUALICUM_RIVER,2021,5,P3,H6,17.64,as-is,P3,B3,10,0,,
6312,TH-Ext-2023-007,70.65,100_2018_6312_M,QUALICUM_RIVER,2018,3,P3,A7,22.57,as-is,P3,C3,10,0,,
93778,TH-Ext-2023-009,70.35,9105_2020_93778_M,PUNTLEDGE_RIVER_fall,2020,3,P3,C7,16.97,as-is,P3,D3,10,0,,
6469,TH-Ext-2023-005,70.32,100_2017_6469_M,QUALICUM_RIVER,2017,2,P3,D7,16.46,as-is,P3,E3,10,0,,
223261,TH-Ext-2023-010,70.29,9107_2021_223261_M,CHILLIWACK_RIVER_fall,2021,2,P3,E7,18.22,as-is,P3,F3,10,0,,
6145,TH-Ext-2023-007,70.04,100_2018_6145_M,QUALICUM_RIVER,2018,3,P3,G7,21.59,as-is,P3,G3,10,0,,
1325,TH-Ext-2023-005,69.73,9105_2017_1325_M,PUNTLEDGE_RIVER_fall,2017,3,P3,H7,17.52,as-is,P3,H3,10,0,,
18125,TH-Ext-2023-004,69.32,9107_2017_18125_M,CHILLIWACK_RIVER_fall,2017,3,P3,A8,18.37,as-is,P3,A4,10,0,,
1121,TH-Ext-2023-005,69.15,9105_2017_1121_M,PUNTLEDGE_RIVER_fall,2017,3,P3,B8,21.18,as-is,P3,B4,10,0,,
219469,TH-Ext-2023-011,69.04,100_2021_219469_M,QUALICUM_RIVER,2021,3,P3,C8,16.61,as-is,P3,C4,10,0,,
93761,TH-Ext-2023-009,68.48,9105_2020_93761_M,PUNTLEDGE_RIVER_fall,2020,4,P3,D8,20.56,as-is,P3,D4,10,0,,
223723,TH-Ext-2023-010,68.27,9107_2021_223723_M,CHILLIWACK_RIVER_fall,2021,2,P3,F8,20.26,as-is,P3,E4,10,0,,
219360,TH-Ext-2023-011,68.21,100_2021_219360_M,QUALICUM_RIVER,2021,3,P3,G8,19.49,as-is,P3,F4,10,0,,
54346,TH-Ext-2023-005,68.06,9105_2017_54346_M,PUNTLEDGE_RIVER_fall,2017,2,P3,H8,24.84,as-is,P3,G4,10,0,,
40514,TH-Ext-2023-007,67.8,9107_2019_40514_M,CHILLIWACK_RIVER_fall,2019,3,P3,A9,23.52,as-is,P3,H4,10,0,,
93703,TH-Ext-2023-009,67.74,9105_2020_93703_M,PUNTLEDGE_RIVER_fall,2020,3,P3,B9,20.64,as-is,P3,A5,10,0,,
223434,TH-Ext-2023-010,67.55,9107_2021_223434_M,CHILLIWACK_RIVER_fall,2021,4,P3,C9,25.48,as-is,P3,B5,10,0,,
5605,TH-Ext-2023-005,67.26,100_2017_5605_M,QUALICUM_RIVER,2017,3,P3,E9,26.64,as-is,P3,C5,10,0,,
240182,TH-Ext-2023-011,67.23,9105_2021_240182_M,PUNTLEDGE_RIVER_fall,2021,3,P3,F9,26.76,as-is,P3,D5,10,0,,
240228,TH-Ext-2023-011,67.12,9105_2021_240228_M,PUNTLEDGE_RIVER_fall,2021,2,P3,G9,21.71,as-is,P3,E5,10,0,,
54433,TH-Ext-2023-005,66.68,9105_2017_54433_M,PUNTLEDGE_RIVER_fall,2017,2,P3,A10,26.6,as-is,P3,F5,10,0,,
219459,TH-Ext-2023-011,66.49,100_2021_219459_M,QUALICUM_RIVER,2021,3,P3,B10,16.9,as-is,P3,G5,10,0,,
7447,TH-Ext-2023-004,66.4,100_2016_7447_M,QUALICUM_RIVER,2016,2,P3,C10,18.07,as-is,P3,H5,10,0,,
7412,TH-Ext-2023-004,66.29,100_2016_7412_M,QUALICUM_RIVER,2016,2,P3,D10,17.89,as-is,P3,A6,10,0,,
18193,TH-Ext-2023-006,66.24,9107_2018_18193_M,CHILLIWACK_RIVER_fall,2018,2,P3,E10,21.98,as-is,P3,B6,10,0,,
54371,TH-Ext-2023-005,66.09,9105_2017_54371_M,PUNTLEDGE_RIVER_fall,2017,2,P3,G10,23.94,as-is,P3,C6,10,0,,
54427,TH-Ext-2023-005,66.09,9105_2017_54427_M,PUNTLEDGE_RIVER_fall,2017,2,P3,H10,20.81,as-is,P3,D6,10,0,,
18460,TH-Ext-2023-006,65.99,9107_2018_18460_M,CHILLIWACK_RIVER_fall,2018,2,P3,A11,19.9,as-is,P3,E6,10,0,,
25555,TH-Ext-2023-008,65.9,9105_2019_25555_M,PUNTLEDGE_RIVER_fall,2019,3,P3,B11,21.77,as-is,P3,F6,10,0,,
5626,TH-Ext-2023-004,65.88,100_2016_5626_M,QUALICUM_RIVER,2016,2,P3,C11,24.09,as-is,P3,G6,10,0,,
93741,TH-Ext-2023-009,65.64,9105_2020_93741_M,PUNTLEDGE_RIVER_fall,2020,2,P3,D11,20.25,as-is,P3,H6,10,0,,
93729,TH-Ext-2023-009,65.32,9105_2020_93729_M,PUNTLEDGE_RIVER_fall,2020,2,P3,E11,20.13,as-is,P3,A7,10,0,,
19541,TH-Ext-2023-007,65.18,9107_2019_19541_M,CHILLIWACK_RIVER_fall,2019,3,P3,G11,24.98,as-is,P3,B7,10,0,,
5706,TH-Ext-2023-005,64.97,100_2017_5706_M,QUALICUM_RIVER,2017,3,P3,H11,25.12,as-is,P3,C7,10,0,,
6481,TH-Ext-2023-005,64.72,100_2017_6481_M,QUALICUM_RIVER,2017,2,P3,A12,23.6,as-is,P3,D7,10,0,,
219224,TH-Ext-2023-011,64.4,100_2021_219224_M,QUALICUM_RIVER,2021,4,P3,C12,26.45,as-is,P3,E7,10,0,,
18202,TH-Ext-2023-004,64.04,9107_2017_18202_M,CHILLIWACK_RIVER_fall,2017,4,P3,D12,25.07,as-is,P3,F7,10,0,,
1397-1,TH-Ext-2023-005,63.96,9105_2017_1397_M,PUNTLEDGE_RIVER_fall,2017,4,P3,F12,25.17,as-is,P3,G7,10,0,,
1397-2,TH-Ext-2023-006,54.65,9105_2018_1397_M,PUNTLEDGE_RIVER_fall,2018,2,P3,G12,19.53,as-is,P3,H7,10,0,,
54420,TH-Ext-2023-005,63.85,9105_2017_54420_M,PUNTLEDGE_RIVER_fall,2017,2,P3,H12,23.88,as-is,P3,A8,10,0,,
18410,TH-Ext-2023-006,63.71,9107_2018_18410_M,CHILLIWACK_RIVER_fall,2018,3,P4,A1,19.29,as-is,P3,B8,10,0,,
223670,TH-Ext-2023-010,63.7,9107_2021_223670_M,CHILLIWACK_RIVER_fall,2021,2,P4,B1,23.54,as-is,P3,C8,10,0,,
93960,TH-Ext-2023-009,63.66,9105_2020_93960_M,PUNTLEDGE_RIVER_fall,2020,4,P4,C1,25.05,as-is,P3,D8,10,0,,
1304,TH-Ext-2023-005,63.59,9105_2017_1304_M,PUNTLEDGE_RIVER_fall,2017,3,P4,D1,24.02,as-is,P3,E8,10,0,,
51661,TH-Ext-2023-004,63.39,9107_2017_51661_M,CHILLIWACK_RIVER_fall,2017,3,P4,E1,19.71,as-is,P3,F8,10,0,,
54421,TH-Ext-2023-005,63.3,9105_2017_54421_M,PUNTLEDGE_RIVER_fall,2017,2,P4,F1,23.55,as-is,P3,G8,10,0,,
1148,TH-Ext-2023-005,63.2,9105_2017_1148_M,PUNTLEDGE_RIVER_fall,2017,4,P4,H1,27.59,as-is,P3,H8,10,0,,
18385,TH-Ext-2023-006,63.08,9107_2018_18385_M,CHILLIWACK_RIVER_fall,2018,4,P4,A2,20.61,as-is,P3,A9,10,0,,
93663,TH-Ext-2023-009,63.02,9105_2020_93663_M,PUNTLEDGE_RIVER_fall,2020,3,P4,B2,23.17,as-is,P3,B9,10,0,,
25300,TH-Ext-2023-008,62.93,9105_2019_25300_M,PUNTLEDGE_RIVER_fall,2019,4,P4,C2,23.47,as-is,P3,C9,10,0,,
221402,TH-Ext-2023-010,62.82,9107_2021_221402_M,CHILLIWACK_RIVER_fall,2021,4,P4,D2,24.78,as-is,P3,D9,10,0,,
25586,TH-Ext-2023-008,62.71,9105_2019_25586_M,PUNTLEDGE_RIVER_fall,2019,4,P4,F2,19.42,as-is,P3,E9,10,0,,
219354,TH-Ext-2023-011,62.43,100_2021_219354_M,QUALICUM_RIVER,2021,5,P8,F5,23.37,as-is,P3,F9,10,0,,
40510,TH-Ext-2023-007,62.05,9107_2019_40510_M,CHILLIWACK_RIVER_fall,2019,3,P4,A3,17.3,as-is,P3,G9,10,0,,
6452,TH-Ext-2023-005,62.03,100_2017_6452_M,QUALICUM_RIVER,2017,4,P4,B3,21.28,as-is,P3,H9,10,0,,
15547,TH-Ext-2023-008,62,100_2019_15547_M,QUALICUM_RIVER,2019,4,P4,C3,21.81,as-is,P3,A10,10,0,,
1249,TH-Ext-2023-006,61.86,9105_2018_1249_M,PUNTLEDGE_RIVER_fall,2018,4,P4,D3,23.15,as-is,P3,B10,10,0,,
221434,TH-Ext-2023-010,61.79,9107_2021_221434_M,CHILLIWACK_RIVER_fall,2021,4,P4,E3,23.64,as-is,P3,C10,10,0,,
5735,TH-Ext-2023-006,61.67,100_2018_5735_M,QUALICUM_RIVER,2018,3,P4,F3,24.26,as-is,P3,D10,10,0,,
18209,TH-Ext-2023-004,61.56,9107_2017_18209_M,CHILLIWACK_RIVER_fall,2017,3,P4,G3,24.97,as-is,P3,E10,10,0,,
15754,TH-Ext-2023-008,61.28,100_2019_15754_M,QUALICUM_RIVER,2019,2,P4,H3,21.81,as-is,P3,F10,10,0,,
5630,TH-Ext-2023-004,61.28,100_2016_5630_M,QUALICUM_RIVER,2016,2,P4,A4,18.75,as-is,P3,G10,10,0,,
76083,TH-Ext-2023-009,61.22,9107_2020_76083_M,CHILLIWACK_RIVER_fall,2020,4,P4,B4,19.63,as-is,P3,H10,10,0,,
18257,TH-Ext-2023-004,61.13,9107_2017_18257_M,CHILLIWACK_RIVER_fall,2017,4,P4,C4,23.23,as-is,P3,A11,10,0,,
93753,TH-Ext-2023-009,61.11,9105_2020_93753_M,PUNTLEDGE_RIVER_fall,2020,4,P4,D4,22.59,as-is,P3,B11,10,0,,
5792,TH-Ext-2023-007,61,100_2018_5792_M,QUALICUM_RIVER,2018,4,P4,E4,24.56,as-is,P3,C11,10,0,,
51804,TH-Ext-2023-004,60.81,9107_2017_51804_M,CHILLIWACK_RIVER_fall,2017,2,P4,G4,24.15,as-is,P3,D11,10,0,,
7443,TH-Ext-2023-004,60.8,100_2016_7443_M,QUALICUM_RIVER,2016,2,P4,H4,25.44,as-is,P3,E11,10,0,,
93869,TH-Ext-2023-009,60.76,9105_2020_93869_M,PUNTLEDGE_RIVER_fall,2020,4,P4,A5,18.63,as-is,P3,F11,10,0,,
223143,TH-Ext-2023-010,60.59,9107_2021_223143_M,CHILLIWACK_RIVER_fall,2021,2,P4,B5,20.72,as-is,P3,G11,10,0,,
223204,TH-Ext-2023-010,60.55,9107_2021_223204_M,CHILLIWACK_RIVER_fall,2021,3,P4,C5,23.81,as-is,P3,H11,10,0,,
1118,TH-Ext-2023-005,60.43,9105_2017_1118_M,PUNTLEDGE_RIVER_fall,2017,4,P4,D5,24.88,as-is,P3,A12,10,0,,
223041,TH-Ext-2023-010,60.25,9107_2021_223041_M,CHILLIWACK_RIVER_fall,2021,2,P4,F5,23.04,as-is,P3,B12,10,0,,
93934,TH-Ext-2023-009,60.18,9105_2020_93934_M,PUNTLEDGE_RIVER_fall,2020,4,P4,G5,23.6,as-is,P3,C12,10,0,,
19683,TH-Ext-2023-007,60.09,9107_2019_19683_M,CHILLIWACK_RIVER_fall,2019,4,P4,H5,22.95,as-is,P3,D12,10,0,,
5968,TH-Ext-2023-005,60.02,100_2017_5968_M,QUALICUM_RIVER,2017,3,P4,A6,19.34,as-is,P3,E12,10,0,,
19217,TH-Ext-2023-007,59.84,9107_2019_19217_M,CHILLIWACK_RIVER_fall,2019,3,P4,B6,21.55,as-is,P3,F12,10,0,,
6308,TH-Ext-2023-007,59.79,100_2018_6308_M,QUALICUM_RIVER,2018,2,P4,C6,26.87,as-is,P3,G12,10,0,,
1029,TH-Ext-2023-006,59.77,9105_2018_1029_M,PUNTLEDGE_RIVER_fall,2018,2,P4,D6,19.35,as-is,P3,H12,10,0,,
7416,TH-Ext-2023-004,59.69,100_2016_7416_M,QUALICUM_RIVER,2016,2,P4,E6,22.2,as-is,P4,A1,10,0,,
93685,TH-Ext-2023-009,59.6,9105_2020_93685_M,PUNTLEDGE_RIVER_fall,2020,2,P4,F6,22.14,as-is,P4,B1,10,0,,
93903,TH-Ext-2023-009,59.57,9105_2020_93903_M,PUNTLEDGE_RIVER_fall,2020,3,P4,G6,22.86,as-is,P4,C1,10,0,,
93616,TH-Ext-2023-009,59.5,9105_2020_93616_M,PUNTLEDGE_RIVER_fall,2020,4,P4,H6,27.13,as-is,P4,D1,10,0,,
70804,TH-Ext-2023-010,59.45,100_2020_70804_M,QUALICUM_RIVER,2020,5,P4,A7,24.15,as-is,P4,E1,10,0,,
1024,TH-Ext-2023-006,59.43,9105_2018_1024_M,PUNTLEDGE_RIVER_fall,2018,4,P4,B7,17.79,as-is,P4,F1,10,0,,
5664,TH-Ext-2023-005,59.06,100_2017_5664_M,QUALICUM_RIVER,2017,2,P4,D7,20.21,as-is,P4,G1,10,0,,
93646,TH-Ext-2023-009,59.04,9105_2020_93646_M,PUNTLEDGE_RIVER_fall,2020,3,P4,E7,22.79,as-is,P4,H1,10,0,,
18486,TH-Ext-2023-006,59.01,9107_2018_18486_M,CHILLIWACK_RIVER_fall,2018,2,P4,F7,20.98,as-is,P4,A2,10,0,,
240184,TH-Ext-2023-011,58.96,9105_2021_240184_M,PUNTLEDGE_RIVER_fall,2021,4,P4,G7,25.7,as-is,P4,B2,10,0,,
93794,TH-Ext-2023-009,58.9,9105_2020_93794_M,PUNTLEDGE_RIVER_fall,2020,4,P4,H7,22.7,as-is,P4,C2,10,0,,
18158,TH-Ext-2023-004,58.8,9107_2017_18158_M,CHILLIWACK_RIVER_fall,2017,3,P4,B8,16.41,as-is,P4,D2,10,0,,
18497,TH-Ext-2023-006,58.68,9107_2018_18497_M,CHILLIWACK_RIVER_fall,2018,2,P4,C8,23.17,as-is,P4,E2,10,0,,
5907,TH-Ext-2023-005,58.1,100_2017_5907_M,QUALICUM_RIVER,2017,3,P4,E8,21.03,as-is,P4,F2,10,0,,
15796,TH-Ext-2023-008,58.06,100_2019_15796_M,QUALICUM_RIVER,2019,2,P4,F8,20.62,as-is,P4,G2,10,0,,
7434,TH-Ext-2023-004,57.93,100_2016_7434_M,QUALICUM_RIVER,2016,2,P4,G8,21.56,as-is,P4,H2,10,0,,
54417,TH-Ext-2023-005,57.92,9105_2017_54417_M,PUNTLEDGE_RIVER_fall,2017,2,P4,H8,23.61,as-is,P4,A3,10,0,,
1292,TH-Ext-2023-005,57.92,9105_2017_1292_M,PUNTLEDGE_RIVER_fall,2017,3,P4,A9,23.76,as-is,P4,B3,10,0,,
54469,TH-Ext-2023-005,57.74,9105_2017_54469_M,PUNTLEDGE_RIVER_fall,2017,2,P4,B9,17.5,as-is,P4,C3,10,0,,
7411,TH-Ext-2023-004,57.68,100_2016_7411_M,QUALICUM_RIVER,2016,2,P4,C9,22.67,as-is,P4,D3,10,0,,
221477,TH-Ext-2023-010,56.91,9107_2021_221477_M,CHILLIWACK_RIVER_fall,2021,4,P4,D9,22.04,as-is,P4,E3,10,0,,
1058,TH-Ext-2023-005,56.86,9105_2017_1058_M,PUNTLEDGE_RIVER_fall,2017,4,P4,E9,28.42,as-is,P4,F3,10,0,,
76617,TH-Ext-2023-009,56.84,9107_2020_76617_M,CHILLIWACK_RIVER_fall,2020,3,P4,F9,24.56,as-is,P4,G3,10,0,,
7414,TH-Ext-2023-004,56.82,100_2016_7414_M,QUALICUM_RIVER,2016,2,P4,G9,22.89,as-is,P4,H3,10,0,,
1206,TH-Ext-2023-006,56.81,9105_2018_1206_M,PUNTLEDGE_RIVER_fall,2018,3,P4,H9,21.51,as-is,P4,A4,10,0,,
1398,TH-Ext-2023-006,56.78,9105_2018_1398_M,PUNTLEDGE_RIVER_fall,2018,2,P4,A10,19.65,as-is,P4,B4,10,0,,
223128,TH-Ext-2023-010,56.69,9107_2021_223128_M,CHILLIWACK_RIVER_fall,2021,3,P4,B10,17.53,as-is,P4,C4,10,0,,
18164,TH-Ext-2023-006,56.68,9107_2018_18164_M,CHILLIWACK_RIVER_fall,2018,3,P4,C10,28.53,as-is,P4,D4,10,0,,
76658,TH-Ext-2023-009,56.61,9107_2020_76658_M,CHILLIWACK_RIVER_fall,2020,2,P4,D10,23.81,as-is,P4,E4,10,0,,
51843,TH-Ext-2023-004,56.43,9107_2017_51843_M,CHILLIWACK_RIVER_fall,2017,2,P4,E10,24.18,as-is,P4,F4,10,0,,
18271,TH-Ext-2023-004,56.03,9107_2017_18271_M,CHILLIWACK_RIVER_fall,2017,3,P4,F10,21.85,as-is,P4,G4,10,0,,
25208,TH-Ext-2023-007,55.97,9105_2019_25208_M,PUNTLEDGE_RIVER_fall,2019,4,P4,G10,23.24,as-is,P4,H4,10,0,,
18478,TH-Ext-2023-004,55.96,9107_2017_18478_M,CHILLIWACK_RIVER_fall,2017,2,P4,H10,26.25,as-is,P4,A5,10,0,,
18275,TH-Ext-2023-006,55.87,9107_2018_18275_M,CHILLIWACK_RIVER_fall,2018,3,P4,A11,21.44,as-is,P4,B5,10,0,,
1136,TH-Ext-2023-006,55.87,9105_2018_1136_M,PUNTLEDGE_RIVER_fall,2018,3,P4,B11,23.69,as-is,P4,C5,10,0,,
80472,TH-Ext-2023-006,55.85,9107_2018_80472_M,CHILLIWACK_RIVER_fall,2018,2,P4,C11,24.24,as-is,P4,D5,10,0,,
19218,TH-Ext-2023-007,55.79,9107_2019_19218_M,CHILLIWACK_RIVER_fall,2019,4,P4,D11,21.98,as-is,P4,E5,10,0,,
5758,TH-Ext-2023-005,55.67,100_2017_5758_M,QUALICUM_RIVER,2017,4,P4,E11,19.46,as-is,P4,F5,10,0,,
7436,TH-Ext-2023-004,55.54,100_2016_7436_M,QUALICUM_RIVER,2016,2,P4,F11,21.31,as-is,P4,G5,10,0,,
223762,TH-Ext-2023-010,55.38,9107_2021_223762_M,CHILLIWACK_RIVER_fall,2021,4,P4,G11,23.64,as-is,P4,H5,10,0,,
76649,TH-Ext-2023-009,55.27,9107_2020_76649_M,CHILLIWACK_RIVER_fall,2020,4,P4,H11,27.97,as-is,P4,A6,10,0,,
6357,TH-Ext-2023-005,55.19,100_2017_6357_M,QUALICUM_RIVER,2017,2,P4,A12,21.09,as-is,P4,B6,10,0,,
76597,TH-Ext-2023-009,55.01,9107_2020_76597_M,CHILLIWACK_RIVER_fall,2020,4,P4,B12,21.85,as-is,P4,C6,10,0,,
18380,TH-Ext-2023-004,54.95,9107_2017_18380_M,CHILLIWACK_RIVER_fall,2017,3,P4,C12,20.71,as-is,P4,D6,10,0,,
6073,TH-Ext-2023-005,54.91,100_2017_6073_M,QUALICUM_RIVER,2017,4,P4,D12,21.66,as-is,P4,E6,10,0,,
1119,TH-Ext-2023-005,54.87,9105_2017_1119_M,PUNTLEDGE_RIVER_fall,2017,3,P4,E12,24.21,as-is,P4,F6,10,0,,
80468,TH-Ext-2023-006,54.73,9107_2018_80468_M,CHILLIWACK_RIVER_fall,2018,2,P4,F12,23.79,as-is,P4,G6,10,0,,
7425,TH-Ext-2023-004,54.69,100_2016_7425_M,QUALICUM_RIVER,2016,2,P4,G12,23.6,as-is,P4,H6,10,0,,
59459,TH-Ext-2023-006,54.68,9105_2018_59459_M,PUNTLEDGE_RIVER_fall,2018,3,P4,H12,23,as-is,P4,A7,10,0,,
7410,TH-Ext-2023-004,54.54,100_2016_7410_M,QUALICUM_RIVER,2016,2,P5,C1,23.79,as-is,P4,B7,10,0,,
1363,TH-Ext-2023-005,54.51,9105_2017_1363_M,PUNTLEDGE_RIVER_fall,2017,4,P5,D1,20.4,as-is,P4,C7,10,0,,
93871,TH-Ext-2023-009,54.31,9105_2020_93871_M,PUNTLEDGE_RIVER_fall,2020,3,P5,E1,22.04,as-is,P4,D7,10,0,,
18479,TH-Ext-2023-006,54.23,9107_2018_18479_M,CHILLIWACK_RIVER_fall,2018,3,P5,F1,21.6,as-is,P4,E7,10,0,,
1223,TH-Ext-2023-005,54.17,9105_2017_1223_M,PUNTLEDGE_RIVER_fall,2017,4,P5,G1,26.75,as-is,P4,F7,10,0,,
51867,TH-Ext-2023-005,54.15,9107_2017_51867_M,CHILLIWACK_RIVER_fall,2017,2,P5,H1,25.92,as-is,P4,G7,10,0,,
5679,TH-Ext-2023-005,54.07,100_2017_5679_M,QUALICUM_RIVER,2017,2,P5,A2,17.44,as-is,P4,H7,10,0,,
18117,TH-Ext-2023-005,54.05,9107_2018_18117_M,CHILLIWACK_RIVER_fall,2018,4,P5,B2,19.2,as-is,P4,A8,10,0,,
15696,TH-Ext-2023-008,54.01,100_2019_15696_M,QUALICUM_RIVER,2019,4,P5,C2,21.03,as-is,P4,B8,10,0,,
18431,TH-Ext-2023-006,53.94,9107_2018_18431_M,CHILLIWACK_RIVER_fall,2018,4,P5,D2,24.69,as-is,P4,C8,10,0,,
18360,TH-Ext-2023-004,53.92,9107_2017_18360_M,CHILLIWACK_RIVER_fall,2017,4,P5,E2,19.74,as-is,P4,D8,10,0,,
19772,TH-Ext-2023-007,53.92,9107_2019_19772_M,CHILLIWACK_RIVER_fall,2019,4,P5,F2,23.27,as-is,P4,E8,10,0,,
80424,TH-Ext-2023-006,53.84,9107_2018_80424_M,CHILLIWACK_RIVER_fall,2018,3,P5,G2,26.65,as-is,P4,F8,10,0,,
80459,TH-Ext-2023-006,53.79,9107_2018_80459_M,CHILLIWACK_RIVER_fall,2018,2,P5,H2,21.33,as-is,P4,G8,10,0,,
