"fishID","pop","year","age","name","haplotype"
"19430","CHILLIWACK_RIVER_fall",2019,4,"Hap1","4"
"19430","CHILLIWACK_RIVER_fall",2019,4,"Hap2","3"
"19451","CHILLIWACK_RIVER_fall",2019,4,"Hap1","4"
"19451","CHILLIWACK_RIVER_fall",2019,4,"Hap2","4"
"19453-R","CHILLIWACK_RIVER_fall",2019,2,"Hap1","4"
"19453-R","CHILLIWACK_RIVER_fall",2019,2,"Hap2","5"
"19460-R","CHILLIWACK_RIVER_fall",2019,2,"Hap1","3"
"19460-R","CHILLIWACK_RIVER_fall",2019,2,"Hap2","4"
"19474-R","CHILLIWACK_RIVER_fall",2019,3,"Hap1","5"
"19474-R","CHILLIWACK_RIVER_fall",2019,3,"Hap2","4"
"19477-R","CHILLIWACK_RIVER_fall",2019,2,"Hap1","6"
"19477-R","CHILLIWACK_RIVER_fall",2019,2,"Hap2","4"
"19481-R","CHILLIWACK_RIVER_fall",2019,2,"Hap1","5"
"19481-R","CHILLIWACK_RIVER_fall",2019,2,"Hap2","4"
"19484","CHILLIWACK_RIVER_fall",2019,2,"Hap1","4"
"19484","CHILLIWACK_RIVER_fall",2019,2,"Hap2","4"
"19486","CHILLIWACK_RIVER_fall",2019,2,"Hap1","5"
"19486","CHILLIWACK_RIVER_fall",2019,2,"Hap2","4"
"19490","CHILLIWACK_RIVER_fall",2019,2,"Hap1","4"
"19490","CHILLIWACK_RIVER_fall",2019,2,"Hap2","4"
"19495","CHILLIWACK_RIVER_fall",2019,3,"Hap1","4"
"19495","CHILLIWACK_RIVER_fall",2019,3,"Hap2","5"
"19503","CHILLIWACK_RIVER_fall",2019,3,"Hap1","4"
"19503","CHILLIWACK_RIVER_fall",2019,3,"Hap2","4"
"19525","CHILLIWACK_RIVER_fall",2019,2,"Hap1","4"
"19525","CHILLIWACK_RIVER_fall",2019,2,"Hap2","4"
"19541","CHILLIWACK_RIVER_fall",2019,3,"Hap1","4"
"19541","CHILLIWACK_RIVER_fall",2019,3,"Hap2","6"
"19545-R","CHILLIWACK_RIVER_fall",2019,4,"Hap1","4"
"19545-R","CHILLIWACK_RIVER_fall",2019,4,"Hap2","6"
"19547-R","CHILLIWACK_RIVER_fall",2019,4,"Hap1","4"
"19547-R","CHILLIWACK_RIVER_fall",2019,4,"Hap2","2"
"19550-R","CHILLIWACK_RIVER_fall",2019,4,"Hap1","4"
"19550-R","CHILLIWACK_RIVER_fall",2019,4,"Hap2","4"
"19570-R","CHILLIWACK_RIVER_fall",2019,4,"Hap1","6"
"19570-R","CHILLIWACK_RIVER_fall",2019,4,"Hap2","4"
"19599-R","CHILLIWACK_RIVER_fall",2019,3,"Hap1","5"
"19599-R","CHILLIWACK_RIVER_fall",2019,3,"Hap2","4"
"19604","CHILLIWACK_RIVER_fall",2019,4,"Hap1","4"
"19604","CHILLIWACK_RIVER_fall",2019,4,"Hap2","2"
"19607","CHILLIWACK_RIVER_fall",2019,3,"Hap1","4"
"19607","CHILLIWACK_RIVER_fall",2019,3,"Hap2","5"
"19617","CHILLIWACK_RIVER_fall",2019,2,"Hap1","4"
"19617","CHILLIWACK_RIVER_fall",2019,2,"Hap2","4"
"19629","CHILLIWACK_RIVER_fall",2019,3,"Hap1","4"
"19629","CHILLIWACK_RIVER_fall",2019,3,"Hap2","5"
"19650","CHILLIWACK_RIVER_fall",2019,3,"Hap1","4"
"19650","CHILLIWACK_RIVER_fall",2019,3,"Hap2","5"
"19683","CHILLIWACK_RIVER_fall",2019,4,"Hap1","4"
